161 161 45
9839 9839 45
483 161 45
9517 9839 45
805 161 45
9195 9839 45
1127 161 45
8873 9839 45
1449 161 45
8551 9839 45
1771 161 45
8229 9839 45
2093 161 45
7907 9839 45
2415 161 45
7585 9839 45
2737 161 45
7263 9839 45
3059 161 45
6941 9839 45
3381 161 45
6619 9839 45
3703 161 45
6297 9839 45
4025 161 45
5975 9839 45
4347 161 45
5653 9839 45
4669 161 45
5331 9839 45
4991 161 45
5009 9839 45
5313 161 45
4687 9839 45
5635 161 45
4365 9839 45
5957 161 45
4043 9839 45
6279 161 45
3721 9839 45
6601 161 45
3399 9839 45
6923 161 45
3077 9839 45
7245 161 45
2755 9839 45
7567 161 45
2433 9839 45
7889 161 45
2111 9839 45
8211 161 45
1789 9839 45
8533 161 45
1467 9839 45
8855 161 45
1145 9839 45
9177 161 45
823 9839 45
9499 161 45
501 9839 45
9821 161 45
179 9839 45
161 483 45
9839 9517 45
483 483 45
9517 9517 45
805 483 45
9195 9517 45
1127 483 45
8873 9517 45
1449 483 45
8551 9517 45
1771 483 45
8229 9517 45
2093 483 45
7907 9517 45
2415 483 45
7585 9517 45
2737 483 45
7263 9517 45
3059 483 45
6941 9517 45
3381 483 45
6619 9517 45
3703 483 45
6297 9517 45
4025 483 45
5975 9517 45
4347 483 45
5653 9517 45
4669 483 45
5331 9517 45
4991 483 45
5009 9517 45
5313 483 45
4687 9517 45
5635 483 45
4365 9517 45
5957 483 45
4043 9517 45
6279 483 45
3721 9517 45
6601 483 45
3399 9517 45
6923 483 45
3077 9517 45
7245 483 45
2755 9517 45
7567 483 45
2433 9517 45
7889 483 45
2111 9517 45
8211 483 45
1789 9517 45
8533 483 45
1467 9517 45
8855 483 45
1145 9517 45
9177 483 45
823 9517 45
9499 483 45
501 9517 45
9821 483 45
179 9517 45
161 805 45
9839 9195 45
483 805 45
9517 9195 45
805 805 45
9195 9195 45
1127 805 45
8873 9195 45
1449 805 45
8551 9195 45
1771 805 45
8229 9195 45
2093 805 45
7907 9195 45
2415 805 45
7585 9195 45
2737 805 45
7263 9195 45
3059 805 45
6941 9195 45
3381 805 45
6619 9195 45
3703 805 45
